english_caption,bengali_caption
a man wearing black stands with three woman who have blonde hair .,এক লোক তিনজন মহিলার সাথে দাঁড়িয়ে ছবি তুলছেন
three blonde women stand next to a man with a black nike cap and shirt with a cup of beer in his hand .,তিনজন সোনালিচুলো মহিলা একজন কালো হামা পরা লোকের সাথে দাড়িয়ে আছে
three women and a man holding drinks pose for a picture .,তিনজন মহিলা এবং একজন পুরুষ একটি ছবির জন্য পোজ দিয়েছে
three women and a man pose together holding their drinks .,তিন নারী ও এক পুরুষ ড্রিংকস হাতে ছবি তুলছেন।
two brown dogs play in a snowy field .,বরফে দুই কুকুর খেলছে
two dogs play in field of snow,দুটি কুকুর একটি তুষারের মাঠে খেলছে
two long haired dogs play in the snow .,দুটি লম্বা চুলওয়ালা কুকুর বরফে খেলছে ।
a child in a pool wearing water-wings .,একটি শিশু পানিতে পানি পাখা পরে আছে
a child plays in a pool while wearing orange floaties .,কমলা ভাসমান জামা পরে শিশুটি পুকুরে খেলছে
a child with orange and white water wings is playing in a pool .,কমলা এবং সাদা জলের ডানাযুক্ত একটি শিশু একটি পুলে খেলছে।
a little boy is wearing water wings in a swimming pool .,এক ছোট বালক সুইমিংপুলে ওয়াটার উংস পড়েছে ।
an african man and a boy are standing behind a coarse wooden table in a blue room .,দুজন আফ্রিকান মানুষ একটি বেঞ্চে বসে আছে
a young boy and an older woman sitting at a brown table in a blue room .,এক ছেলে ও এক মহিলা টেবিলের পাশে বসে আছেন
the person in the yellow shirt is sitting with a child at a wooden picnic table .,হলুদ জামা পরা লোকটি একটি শিশুর সাথে কাঠের টেবিলে বসে আছে
two people sit in front of tables in a room with blue walls .,নীল দেয়ালের একটি কক্ষে একটি টেবিলের সামনে একজন পুরুষ ও একটি বাচ্চা বসে আছে
two people sitting in a blue room with ratty wooden seats and tables .,দুই ব্যক্তি একটি নীল কক্ষে দুর্দশাগ্রস্ত কাঠের টেবিল ও বেঞ্চি বসা।
two boys stand in an ocean as the sun sets .,দুটি ছেলে সাগরে দাঁড়িয়ে সূর্যাস্ত দেখছে
two people are wading in the water as the sun cascades off of the water .,দুই ছেলে পানিতে দাঁড়িয়ে আছে
two people in water .,দুজন লোক পানিতে দাড়িয়ে আছে
"two people stand elbow deep in the ocean , watching the sunset .",দু'জন লোক সমুদ্রে দাঁড়িয়ে আছে এবং সূর্যাস্ত দেখছে।
two people swim in the water at sunset .,দুই লোক সূর্যাস্তের সময় পানিতে সাঁতরাচ্ছে।
three boys in a building under construction .,তিনটি ছেলে একটি নির্মাণাধীন দালানে
three boys play in an unfinished building .,ঘরের মধ্যে বাচ্চারা খেলছে
